StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
06-Jun-22,08-Nov-28,Area Sales Manager,SVG,Leave of Absence,Contract,Zone C,Part-Time,Retirement,Win late significant throughout add.,Sales,Field Operations,20-01-1954,AZ,Operator,Male,68862,Hispanic,Married,Fully Meets,2
20-Oct-22,13-Oct-20,Production Technician I,BPC,Terminated for Cause,Part-Time,Zone A,Temporary,Resignation,Year ever end drive.,Production       ,Billable Consultants,12-09-1942,MA,Model Assistant,Male,3153,Hispanic,Widowed,Fully Meets,2
12-Aug-22,04-Aug-22,Principal Data Architect,CCDR,Active,Contract,Zone C,Part-Time,Resignation,Maintain program process present knowledge PM.,Sales,Technology / It,08-09-1986,MA,Helper,Female,86438,Asian,Married,Fully Meets,2
16-Feb-21,22-Jun-27,Software Engineer,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Majority executive plan imagine.,Admin Offices,Yard (Material Handling),14-12-1953,MA,Laborer,Male,46665,Asian,Widowed,Fully Meets,3
17-Sep-22,10-Sep-25,Production Technician II,TNS,Terminated for Cause,Part-Time,Zone A,Part-Time,Retirement,Prevent entire business ask meeting contain tree.,Sales,Wireline Construction,14-01-1972,MA,Laborer,Female,26069,Other,Widowed,Fully Meets,3
28-Jun-19,17-Mar-28,Production Technician I,NEL,Active,Full-Time,Zone A,Temporary,Voluntary,Summer might develop TV magazine down.,Production       ,Technology / It,08-01-1985,MA,Laborer,Female,87702,Asian,Widowed,Exceeds,4
25-Dec-20,25-Jul-24,Production Technician II,BPC,Future Start,Part-Time,Zone C,Temporary,Retirement,Hold season meeting voice.,Production       ,Executive,11-02-1968,MA,Apprentice,Female,90054,White,Married,Fully Meets,1
10-Apr-21,08-Dec-26,Production Technician II,TNS,Active,Part-Time,Zone B,Temporary,Resignation,Deep sea improve miss they nearly measure.,Production       ,Splicing,21-03-1974,MA,Director,Female,14278,Asian,Married,Fully Meets,3
06-Jan-20,17-Jun-21,Production Technician I,WBL,Active,Full-Time,Zone A,Full-Time,Resignation,Work around personal cover reflect including.,Production       ,Field Operations,05-09-1956,MA,Laborer,Male,2058,Hispanic,Single,Fully Meets,3
07-Jan-21,18-Sep-19,Production Technician I,SVG,Future Start,Contract,Zone A,Temporary,Voluntary,Mr chair subject then technology.,Production       ,Field Operations,29-10-1955,MA,Administrative,Male,41128,Black,Married,Fully Meets,4
21-May-23,12-Aug-26,Area Sales Manager,NEL,Future Start,Contract,Zone C,Temporary,Voluntary,Why sport must page bad.,Sales,Splicing,22-11-1989,CO,Shop,Female,51038,Black,Single,Fully Meets,2
05-Apr-22,17-Jan-19,Production Technician I,SVG,Active,Full-Time,Zone A,Temporary,Involuntary,History follow budget forget instead mind.,Production       ,General - Con,07-03-1957,MA,Tower Hand,Female,97316,Asian,Single,Exceeds,4
07-Aug-22,22-May-28,Production Technician II,WBL,Active,Contract,Zone C,Temporary,Voluntary,Opportunity place deal.,Production       ,Project Management - Con,31-05-1989,MA,Laborer,Female,28591,Hispanic,Widowed,Fully Meets,2
23-Jan-21,18-May-21,Sales Manager,EW,Active,Full-Time,Zone C,Part-Time,Resignation,Rather which writer family.,Admin Offices,General - Con,03-01-1979,MA,Top Hand,Male,88500,Black,Divorced,Fully Meets,3
04-Apr-20,02-Dec-19,Production Technician II,PL,Active,Contract,Zone A,Temporary,Resignation,Never few away level attack buy.,Production       ,General - Con,26-07-1948,MA,Engineer,Female,10982,Hispanic,Married,Fully Meets,3
27-Jun-21,01-Oct-25,Area Sales Manager,MSC,Active,Contract,Zone C,Part-Time,Voluntary,Ok glass media learn grow.,IT/IS,Executive,12-08-1975,MA,Driver,Male,59745,Black,Divorced,Fully Meets,3
28-Jun-21,26-Jul-22,Sr. DBA,PYZ,Active,Part-Time,Zone B,Full-Time,Involuntary,Much try remember natural.,Production       ,Field Operations,17-10-1978,MA,Flagger,Male,52770,Other,Divorced,Fully Meets,1
02-Jul-21,09-Aug-22,IT Director,CCDR,Active,Part-Time,Zone A,Full-Time,Resignation,Firm national vote result.,IT/IS,Engineers,03-10-1981,MA,Splicer,Female,19585,Black,Single,Exceeds,5
21-Apr-21,30-Jul-26,Senior BI Developer,PYZ,Active,Part-Time,Zone A,Part-Time,Resignation,Question kitchen gun find four wall heavy.,Software Engineering,Field Operations,06-02-1994,MA,Manager,Male,14392,Asian,Single,Fully Meets,3
14-Feb-21,16-Dec-26,Area Sales Manager,PYZ,Active,Contract,Zone C,Temporary,Retirement,Summer begin quickly.,Sales,Engineers,14-08-1951,PA,Associate,Male,96686,Other,Widowed,Fully Meets,5
12-May-23,10-Aug-21,Network Engineer,MSC,Active,Contract,Zone B,Temporary,Resignation,Deep certainly boy record.,Software Engineering,Shop (Fleet),27-12-1961,MA,Mechanic,Male,89750,Black,Single,Fully Meets,3
27-Nov-21,06-Nov-25,Area Sales Manager,BPC,Active,Part-Time,Zone B,Temporary,Resignation,Official minute everyone level thing economic.,Sales,Splicing,06-04-1950,CA,Engineer,Male,95022,Asian,Widowed,Fully Meets,1
12-Jan-23,17-Jan-25,Production Technician I,SVG,Voluntarily Terminated,Contract,Zone B,Full-Time,Involuntary,Talk into between trip final.,Production       ,Field Operations,10-10-1952,MA,Technician,Female,7347,White,Single,Fully Meets,3
23-Oct-21,28-Mar-21,Production Technician I,PL,Active,Part-Time,Zone B,Part-Time,Voluntary,Natural event religious during article total.,Production       ,Underground,17-06-1981,MA,Vp,Female,62281,Other,Divorced,PIP,1
04-Jul-22,29-Jan-19,Data Analyst,MSC,Future Start,Full-Time,Zone B,Part-Time,Resignation,Pretty he matter south treat benefit.,Production       ,Isp,13-01-1973,MA,Business Development,Female,18195,Black,Married,Fully Meets,4
20-Feb-21,23-Dec-23,Administrative Assistant,PL,Active,Contract,Zone A,Full-Time,Voluntary,Too former relationship risk.,Production       ,Field Operations,15-10-1973,MA,Laborer,Female,38127,White,Single,Fully Meets,2
10-Jun-22,11-Oct-19,IT Manager - DB,SVG,Active,Contract,Zone C,Temporary,Retirement,Factor strategy defense citizen.,Production       ,Safety,24-06-1998,MA,Safety,Male,28411,Hispanic,Widowed,Fully Meets,4
07-Oct-18,08-Dec-22,Production Technician II,CCDR,Active,Part-Time,Zone B,Full-Time,Resignation,Maintain program process present knowledge PM.,Production       ,Field Operations,30-10-1958,MA,Laborer,Female,26358,White,Single,Fully Meets,3
18-Jun-19,15-Mar-27,IT Manager - DB,EW,Active,Part-Time,Zone C,Temporary,Voluntary,Body move possible play. Relate husband Mrs.,Production       ,Project Management - Con,05-02-1961,MA,Planner,Female,19370,Other,Married,Fully Meets,5
08-May-20,07-Mar-28,Production Technician I,NEL,Active,Contract,Zone A,Full-Time,Voluntary,About allow court us.,Production       ,Fielders,20-01-1950,MA,Accounting,Female,10263,Asian,Married,Needs Improvement,3
06-Jul-21,06-Aug-22,Production Technician I,NEL,Active,Full-Time,Zone C,Part-Time,Voluntary,Type three hear court street sport key.,Production       ,Field Operations,02-12-1947,MA,Foreman,Female,97450,Asian,Married,Fully Meets,3
04-Aug-22,04-Jan-25,Sr. Network Engineer,BPC,Active,Part-Time,Zone C,Temporary,Voluntary,Key real fill never sing feeling.,Production       ,Field Operations,20-04-1989,MA,Laborer,Male,61841,Black,Widowed,Fully Meets,4
14-Jun-20,03-Mar-20,Production Technician I,MSC,Active,Full-Time,Zone A,Part-Time,Voluntary,Hot stage record listen cost against.,Production       ,General - Con,19-03-1962,MA,Flagger,Male,78486,Hispanic,Married,Fully Meets,1
12-Apr-20,08-Nov-27,Production Technician II,BPC,Active,Part-Time,Zone B,Temporary,Resignation,Yard charge week wait address.,Production       ,Fielders,15-03-1965,MA,Administrative,Male,1779,Other,Single,Fully Meets,2
26-Jul-21,19-Jan-23,Production Technician I,BPC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Risk test morning lawyer.,Production       ,Project Management - Con,02-04-1950,MA,Laborer,Male,23501,Other,Divorced,Fully Meets,1
21-Nov-18,10-Jun-26,Production Technician II,PYZ,Future Start,Full-Time,Zone B,Part-Time,Involuntary,Explain happen heavy wall hot year ability.,Production       ,Field Operations,07-10-1967,MA,Ceo,Male,18166,White,Divorced,PIP,5
12-Sep-20,09-Oct-21,Area Sales Manager,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Appear reality artist there understand.,Sales,Project Management - Con,19-07-1969,NC,Locator,Female,62852,White,Widowed,Fully Meets,1
22-Oct-19,02-Apr-26,Production Technician I,EW,Future Start,Contract,Zone A,Part-Time,Voluntary,Message firm social daughter third ready.,Production       ,General - Con,15-12-1946,MA,Attendant,Female,9344,Other,Divorced,Fully Meets,3
15-Feb-21,17-Feb-25,Production Technician I,MSC,Active,Part-Time,Zone C,Temporary,Voluntary,Law difference five away.,Production       ,General - Eng,29-06-1998,MA,Billing,Female,55088,Other,Married,Fully Meets,3
30-Sep-22,11-Aug-27,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Voluntary,Strategy word southern.,Production       ,Aerial,24-07-1996,MA,Program Manager,Female,93125,Asian,Married,Fully Meets,4
11-Feb-21,25-Sep-26,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Voluntary,Night office challenge several many.,Production       ,Technology / It,28-03-1988,MA,Clerical,Male,75371,Black,Married,Fully Meets,5
09-Jun-19,17-Mar-24,Production Technician I,MSC,Terminated for Cause,Part-Time,Zone B,Temporary,Voluntary,Beat hand ready reason development else doctor.,Production       ,Field Operations,22-02-1950,MA,Helper,Female,66285,Asian,Widowed,Fully Meets,3
04-May-21,14-Mar-21,Director of Sales,WBL,Active,Part-Time,Zone A,Part-Time,Retirement,Behind bar item management.,IT/IS,Field Operations,08-01-1960,MA,Laborer,Female,64665,Asian,Divorced,Fully Meets,2
08-May-22,07-Mar-28,Shared Services Manager,BPC,Active,Contract,Zone B,Full-Time,Involuntary,Teach human market real upon.,IT/IS,Field Operations,25-10-1999,MA,Driller,Female,8952,White,Widowed,Fully Meets,3
08-Jun-22,22-May-21,Area Sales Manager,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Opportunity place deal.,Sales,Engineers,20-07-1971,KY,Generalist,Male,52243,Asian,Married,Fully Meets,2
26-Mar-22,26-Mar-20,Production Technician I,PYZ,Active,Contract,Zone C,Full-Time,Retirement,Establish go so someone might none stop citizen.,Production       ,Field Operations,24-01-1975,MA,Laborer,Female,54835,Asian,Married,Fully Meets,3
01-Jun-21,13-Jun-19,Production Technician I,EW,Active,Contract,Zone A,Part-Time,Resignation,Audience deal cost figure student might let.,Production       ,Engineers,18-08-1955,MA,Director,Female,72397,Asian,Married,Exceeds,2
12-Sep-21,03-Jan-29,Production Technician I,WBL,Leave of Absence,Part-Time,Zone B,Full-Time,Resignation,Partner decide help quite whether market.,Production       ,Field Operations,17-01-1947,MA,Laborer,Male,78364,White,Married,Fully Meets,2
31-Mar-20,06-Mar-22,Data Analyst,PYZ,Active,Contract,Zone C,Temporary,Voluntary,Program deal run.,Software Engineering,General - Eng,18-09-1997,MA,Construction Manager,Female,41598,Asian,Divorced,Fully Meets,3
05-Dec-20,18-Aug-25,Principal Data Architect,NEL,Active,Part-Time,Zone B,Part-Time,Retirement,Describe current question quite coach.,Executive Office,Project Management - Con,05-04-1946,MA,Coordinator,Male,20288,White,Widowed,Fully Meets,1
23-Apr-22,20-Apr-19,Production Technician I,BPC,Active,Full-Time,Zone A,Full-Time,Involuntary,Offer kitchen foreign role.,Production       ,Field Operations,20-07-1984,MA,Laborer,Female,21652,Asian,Divorced,Fully Meets,2
27-May-21,05-Sep-21,Senior BI Developer,EW,Active,Full-Time,Zone B,Part-Time,Retirement,Space long most area product drug tree.,Software Engineering,Safety,10-09-1949,MA,Coordinator,Female,44291,White,Divorced,Fully Meets,3
03-May-19,19-May-26,Production Technician I,WBL,Terminated for Cause,Full-Time,Zone B,Part-Time,Retirement,Happen ability as term fish.,Production       ,Yard (Material Handling),16-02-2000,MA,Drafter,Female,81821,White,Single,Fully Meets,5
08-Mar-22,26-Jun-25,Enterprise Architect,PYZ,Future Start,Contract,Zone B,Temporary,Resignation,Begin mind time similar night travel.,IT/IS,Catv,14-09-1951,MA,Laborer,Female,10342,Asian,Married,PIP,4
18-Oct-20,20-May-24,Production Manager,BPC,Active,Contract,Zone C,Full-Time,Voluntary,Me local somebody method away choose hit truth.,Production       ,Underground,10-02-1977,MA,Construction Manager,Male,40396,White,Single,Fully Meets,5
14-Aug-19,22-Nov-22,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Resignation,Expert challenge education air none money wide.,Production       ,Wireless,07-08-1950,MA,Tester,Male,31215,White,Widowed,Fully Meets,3
26-Sep-20,06-Aug-19,Production Technician I,NEL,Active,Contract,Zone A,Temporary,Retirement,Report provide home follow price.,Production       ,Safety,31-07-1998,MA,Program Manager,Male,16544,Black,Divorced,Fully Meets,3
25-Jul-20,07-Apr-27,Production Technician I,CCDR,Terminated for Cause,Contract,Zone C,Part-Time,Voluntary,Sound there everybody anything.,Production       ,Wireline Construction,24-06-1959,MA,Tester,Male,2439,Asian,Widowed,Fully Meets,2
17-Jun-21,14-Mar-26,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Involuntary,Why development even.,Production       ,General - Con,09-11-1945,MA,Operator,Female,63309,Black,Widowed,Fully Meets,3
08-Apr-22,12-Feb-21,Production Technician II,WBL,Terminated for Cause,Full-Time,Zone B,Part-Time,Retirement,Night official cut director seven.,Production       ,Field Operations,25-04-1984,MA,Clerical,Male,58306,Asian,Single,Fully Meets,4
27-Jul-22,14-Oct-24,Senior BI Developer,SVG,Active,Contract,Zone C,Temporary,Involuntary,Else enjoy include expect.,Production       ,Safety,15-12-1992,MA,Safety,Male,29666,Hispanic,Widowed,Fully Meets,1
24-Mar-19,14-Feb-24,Production Technician I,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Voluntary,On sport growth now general.,Production       ,General - Con,31-07-1986,MA,Accounting,Female,7584,Other,Widowed,PIP,1
13-Dec-20,18-Apr-21,Production Technician I,TNS,Active,Part-Time,Zone C,Temporary,Retirement,Smile most around.,Production       ,General - Eng,09-01-1944,MA,Specialist,Male,31389,Asian,Single,Fully Meets,5
04-Aug-20,15-Jan-29,Production Technician II,SVG,Future Start,Part-Time,Zone B,Temporary,Retirement,Industry majority population final. Bit go deal.,Production       ,Yard (Material Handling),12-02-1957,MA,Mechanic,Female,46489,Other,Divorced,Fully Meets,2
15-Oct-20,15-May-25,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Learn whatever million.,Production       ,Billable Consultants,29-09-1978,MA,Executive,Male,82901,Black,Married,Fully Meets,1
05-Jul-23,03-Nov-26,Production Technician I,CCDR,Active,Full-Time,Zone B,Full-Time,Voluntary,Save interest factor training.,Production       ,Fielders,13-08-1947,MA,Engineer,Female,74948,Asian,Single,Fully Meets,4
24-Mar-20,14-Aug-23,Production Technician II,MSC,Active,Full-Time,Zone A,Full-Time,Resignation,Method suggest leave process deep tough seek.,Production       ,General - Con,21-09-1999,MA,Helper,Female,88787,Black,Widowed,PIP,5
15-May-21,10-Mar-21,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Involuntary,Arrive allow reveal move.,Production       ,General - Con,01-03-1977,MA,Estimator,Male,61474,White,Divorced,Fully Meets,2
31-Jan-20,25-Oct-25,Sr. Accountant,CCDR,Active,Full-Time,Zone C,Temporary,Resignation,Participant create society method tough team.,Production       ,Shop (Fleet),13-12-1987,MA,Welder,Female,18359,Hispanic,Widowed,Fully Meets,2
02-Mar-21,04-Dec-20,Production Technician I,SVG,Active,Full-Time,Zone C,Temporary,Resignation,Control store point.,Production       ,General - Con,13-03-1977,MA,Manager,Female,73815,Black,Divorced,Fully Meets,5
18-Jul-20,29-Feb-28,Production Technician I,MSC,Leave of Absence,Contract,Zone B,Part-Time,Resignation,Order risk think. North born would might.,Production       ,General - Con,31-03-1995,MA,Locator,Female,89623,Hispanic,Widowed,Fully Meets,2
27-Apr-19,07-Jun-28,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Resignation,Teach yard style bed relate seat.,Production       ,Shop (Fleet),12-08-1986,MA,Project Coordinator,Female,12673,Asian,Widowed,Exceeds,3
04-Dec-19,08-Mar-27,Production Technician II,NEL,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Soon glass reveal Republican could.,Production       ,Splicing,09-07-1947,MA,Model Assistant,Female,34537,Black,Divorced,Fully Meets,3
08-Jun-22,10-Jan-24,Area Sales Manager,EW,Active,Full-Time,Zone A,Temporary,Involuntary,Hold season meeting voice.,Sales,Splicing,22-10-1979,AL,Lineman,Male,81058,Other,Single,Fully Meets,3
05-Mar-22,14-Jul-22,Principal Data Architect,NEL,Future Start,Full-Time,Zone A,Full-Time,Resignation,Past agreement focus back.,IT/IS,Field Operations,04-09-1958,MA,Technician,Male,75106,Black,Married,Fully Meets,3
07-Jul-20,07-Sep-23,Production Technician II,NEL,Leave of Absence,Contract,Zone A,Full-Time,Voluntary,Dark meeting play room head join truth involve.,Production       ,People Services,20-08-1961,MA,Coordinator,Female,89544,Hispanic,Single,Fully Meets,4
11-May-21,06-Feb-23,Production Technician I,WBL,Active,Full-Time,Zone C,Part-Time,Involuntary,This focus strategy behind among this.,Production       ,Field Operations,10-03-1947,MA,Locator,Female,81921,Asian,Married,Fully Meets,3
26-Aug-21,09-May-21,Production Technician II,SVG,Active,Contract,Zone A,Part-Time,Resignation,Nor director yard within car into final.,Production       ,General - Con,19-10-1949,MA,Laborer,Female,86463,White,Divorced,Fully Meets,3
30-Nov-21,09-May-20,Production Technician I,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Order protect raise exist by behind dream memory.,Production       ,Splicing,06-11-1975,MA,Laborer,Female,95794,Asian,Widowed,Needs Improvement,1
18-Jan-21,17-Jun-22,Software Engineering Manager,NEL,Active,Contract,Zone A,Full-Time,Involuntary,Food fire property exist southern audience.,IT/IS,Fielders,17-10-1990,MA,Lineman,Female,84326,Hispanic,Married,Fully Meets,3
15-May-21,31-Aug-23,Production Technician I,PYZ,Future Start,Full-Time,Zone B,Temporary,Involuntary,Item type author pick set read style.,Production       ,Field Operations,05-04-1993,MA,Controller,Male,81643,Asian,Divorced,Fully Meets,3
03-Aug-21,03-Nov-28,Software Engineering Manager,WBL,Active,Contract,Zone B,Full-Time,Voluntary,Positive far win six might.,IT/IS,Isp,15-08-1998,MA,Driver,Male,94141,White,Married,Fully Meets,2
30-Aug-22,01-Nov-24,Production Technician II,CCDR,Future Start,Part-Time,Zone B,Temporary,Resignation,Weight join evidence oil father.,Production       ,Shop (Fleet),29-03-1971,MA,Engineer,Female,81068,Hispanic,Married,Fully Meets,5
02-Aug-22,05-Oct-26,Production Technician I,EW,Terminated for Cause,Contract,Zone A,Part-Time,Involuntary,Official minute everyone level thing economic.,Production       ,Wireline Construction,14-09-1948,MA,Apprentice,Male,28870,Other,Divorced,Fully Meets,2
07-Sep-19,17-Jul-26,Production Technician I,SVG,Leave of Absence,Full-Time,Zone A,Full-Time,Retirement,Condition control raise.,Production       ,Field Operations,02-03-1975,MA,Planner,Male,50807,White,Divorced,Fully Meets,3
05-Nov-18,09-Feb-19,Production Technician I,SVG,Active,Full-Time,Zone A,Full-Time,Resignation,Try statement audience too material film.,Production       ,Field Operations,19-09-1978,MA,Laborer,Female,18214,Asian,Divorced,Fully Meets,1
25-Feb-19,22-Feb-25,Production Technician II,BPC,Future Start,Contract,Zone B,Part-Time,Involuntary,Third cost above management anything.,Production       ,General - Eng,25-08-1980,MA,Services,Male,20758,Hispanic,Single,Needs Improvement,3
27-Aug-18,27-Aug-23,Area Sales Manager,PL,Leave of Absence,Contract,Zone C,Temporary,Involuntary,Manage expert such rate stand.,Sales,General - Con,12-04-1963,WA,Laborer,Male,92343,Other,Married,Fully Meets,1
20-Oct-21,04-Oct-24,Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Retirement,Positive far win six might.,Production       ,People Services,28-01-1955,MA,Apprentice,Male,57760,Asian,Divorced,Fully Meets,3
28-Nov-21,16-Oct-26,Production Technician I,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Read nice continue itself attack happen.,Production       ,General - Con,18-03-1951,MA,Locator,Female,58360,Hispanic,Divorced,Fully Meets,3
12-May-21,19-Mar-28,Production Technician I,PL,Active,Part-Time,Zone B,Part-Time,Resignation,Natural event religious during article total.,Production       ,Isp,19-05-1977,MA,Field Project Manager,Female,46450,Other,Divorced,Needs Improvement,1
18-Apr-21,16-Feb-25,Software Engineer,TNS,Active,Contract,Zone A,Part-Time,Retirement,Television represent skill police.,IT/IS,Sales & Marketing,11-02-1942,MA,Tower Hand,Male,4991,Asian,Single,Exceeds,3
05-Mar-21,09-Mar-22,Shared Services Manager,TNS,Active,Part-Time,Zone B,Full-Time,Resignation,Talk into between trip final.,IT/IS,Field Operations,07-11-1990,MA,Laborer,Male,30205,Asian,Divorced,Fully Meets,3
09-Oct-21,14-Jan-26,Production Technician II,PL,Active,Contract,Zone C,Full-Time,Voluntary,Next explain account stay.,Production       ,Finance & Accounting,23-06-1973,MA,Program Manager,Female,1221,Asian,Widowed,Fully Meets,1
21-May-19,17-Jun-26,Production Technician II,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Voluntary,Site least knowledge right every.,Production       ,Splicing,11-05-1952,MA,Project Manager,Female,6141,Black,Divorced,Needs Improvement,3
14-Jun-20,17-Mar-25,Production Technician II,BPC,Future Start,Part-Time,Zone C,Temporary,Resignation,In read day your stay she.,Production       ,Safety,31-12-1962,MA,Construction Manager,Female,80265,White,Married,Fully Meets,4
09-Dec-18,05-Jan-25,Production Technician I,SVG,Terminated for Cause,Contract,Zone B,Full-Time,Retirement,Process firm life from final medical.,Production       ,Wireline Construction,06-03-1951,MA,Operator,Female,32129,Asian,Divorced,Exceeds,2
31-Oct-18,08-Jul-26,Production Technician II,SVG,Future Start,Full-Time,Zone B,Part-Time,Voluntary,Explain happen heavy wall hot year ability.,Production       ,Field Operations,21-09-1965,MA,Electrician,Male,20990,White,Divorced,Needs Improvement,4
20-Feb-19,26-Apr-22,Production Technician I,BPC,Active,Contract,Zone A,Part-Time,Retirement,Stage necessary although they.,Production       ,Field Operations,25-06-1955,MA,Top Hand,Male,5410,Other,Married,Fully Meets,3
04-Sep-19,14-Jun-23,Production Technician I,MSC,Leave of Absence,Contract,Zone C,Part-Time,Resignation,Professional military easy so.,Production       ,Sales & Marketing,01-03-1946,MA,Project Coordinator,Male,51059,White,Divorced,Fully Meets,2
03-Sep-19,10-Sep-21,Sales Manager,NEL,Active,Part-Time,Zone C,Temporary,Retirement,Dinner level write land effort.,Executive Office,Engineers,17-03-1986,MA,Labor,Female,16722,Other,Single,Fully Meets,3
03-Jul-23,18-Aug-25,Production Technician I,WBL,Active,Full-Time,Zone A,Temporary,Resignation,Soon glass reveal Republican could.,Production       ,Fielders,23-07-1972,MA,Laborer,Male,33421,White,Divorced,Fully Meets,5
19-Apr-21,29-Jun-27,IT Director,EW,Active,Full-Time,Zone B,Part-Time,Retirement,Few attorney all campaign town reflect behavior.,Executive Office,Safety,05-10-1949,MA,Intern,Female,36057,White,Divorced,Fully Meets,3
06-Nov-22,13-Aug-19,Production Technician I,MSC,Active,Contract,Zone B,Part-Time,Involuntary,Unit computer what age career.,Production       ,Project Management - Con,10-11-1944,MA,Manager,Female,45994,Asian,Widowed,Fully Meets,2
05-Mar-20,16-Sep-26,Area Sales Manager,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Station another son positive.,Sales,Catv,06-12-1963,OR,Associate,Male,70303,Other,Divorced,Exceeds,5
05-Feb-19,30-Dec-19,Enterprise Architect,WBL,Active,Part-Time,Zone B,Temporary,Retirement,Establish fear recently owner.,Software Engineering,Shop (Fleet),31-03-1942,MA,Field Project Manager,Male,64965,Black,Single,Fully Meets,3
03-Mar-20,28-Mar-26,Production Technician II,BPC,Active,Part-Time,Zone A,Temporary,Resignation,Investment radio bring who. Big move rise return.,Production       ,Project Management - Eng,14-07-1998,MA,Operator,Male,59419,White,Single,Fully Meets,4
16-Mar-22,14-Apr-21,Production Technician I,SVG,Active,Part-Time,Zone B,Temporary,Retirement,Then sing son.,Production       ,Aerial,30-01-1994,MA,Foreman,Female,28375,Hispanic,Widowed,PIP,5
22-Jan-21,21-May-26,Production Technician II,WBL,Terminated for Cause,Full-Time,Zone B,Part-Time,Retirement,Stock indeed about brother campaign.,Production       ,Field Operations,12-10-1992,MA,Laborer,Female,48862,White,Divorced,Fully Meets,3
09-Dec-19,12-May-23,Production Technician II,SVG,Terminated for Cause,Part-Time,Zone A,Full-Time,Involuntary,Success realize political move adult new.,Production       ,Project Management - Eng,30-09-1950,MA,Planner,Female,67795,Other,Married,Exceeds,4
03-Sep-20,15-Oct-23,Area Sales Manager,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Station another son positive.,Sales,Engineers,05-05-1965,IN,Locator,Male,50666,Other,Divorced,PIP,2
05-Jun-23,23-Jul-24,Production Technician II,PYZ,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Sound there everybody anything.,Production       ,Field Operations,31-08-1997,MA,Intern,Female,3603,White,Divorced,Fully Meets,3
27-Mar-22,20-Aug-24,Director of Sales,TNS,Future Start,Part-Time,Zone A,Part-Time,Retirement,Risk test morning lawyer.,Executive Office,Field Operations,10-11-1985,MA,Technician,Male,63101,White,Divorced,Fully Meets,3
09-Jan-23,03-Nov-23,Production Technician I,TNS,Voluntarily Terminated,Contract,Zone C,Part-Time,Retirement,Foreign friend policy green.,Production       ,People Services,12-09-1992,MA,Manager,Female,75395,Asian,Divorced,Fully Meets,5
27-Sep-19,15-Feb-20,Production Technician I,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Half nice continue serious move lay itself.,Production       ,Splicing,23-04-1958,MA,Model Assistant,Male,15827,White,Single,Fully Meets,5
01-Nov-21,17-May-20,Production Technician I,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Simply game everyone despite line.,Production       ,Underground,17-06-1955,MA,Business Development,Male,62943,Hispanic,Single,Fully Meets,3
02-Jul-21,26-Apr-19,Production Technician II,BPC,Leave of Absence,Contract,Zone B,Temporary,Voluntary,Almost across fly recent go.,Production       ,Shop (Fleet),31-07-1960,MA,Coordinator,Female,94392,Asian,Widowed,Fully Meets,5
18-Apr-21,16-Jun-23,IT Manager - DB,NEL,Active,Part-Time,Zone C,Temporary,Retirement,Administration away choose.,IT/IS,Finance & Accounting,22-05-1955,MA,Laborer,Male,3624,Black,Single,Fully Meets,4
04-Aug-23,09-Jun-24,Production Technician II,SVG,Active,Full-Time,Zone A,Full-Time,Involuntary,Only alone imagine. Loss minute girl.,Production       ,Underground,16-11-2000,MA,Manager,Female,68508,Other,Divorced,Fully Meets,3
26-Apr-21,05-Sep-23,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Involuntary,A parent bit rich. Reflect north sometimes card.,Production       ,General - Con,18-03-1987,MA,Attendant,Male,58205,White,Divorced,Fully Meets,2
10-Sep-20,13-May-21,Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Resignation,Take most future.,Production       ,Isp,16-05-1969,MA,Driller,Female,14286,White,Single,Exceeds,4
29-Feb-20,11-Feb-21,Production Technician I,SVG,Active,Full-Time,Zone C,Temporary,Voluntary,Too former relationship risk.,Production       ,General - Con,10-01-1986,MA,Assistant,Female,61372,Black,Divorced,Fully Meets,4
